PARTNER_NAME,PARENT_COMPANY,SF_ID,CMS_ID,ZUORA_NAME
"DCG Technical Solutions, Inc.",,ACT-00007157,,"DCG Technical Solutions, LLC"
"DCG Technical Solutions, LLC",,ACT-00007157,866,"DCG Technical Solutions, LLC"
Danmark Communications,,ACT-00141079,,Danmark Communications
Dasilva Consulting LLC,,ACT-00288523,26314,Dasilva Consulting LLC
"Data Cube Systems, Inc",,ACT-00200532,22783,"Data Cube Systems, Inc"
Deihs Solutions,,ACT-00224519,26083,Deihs Solutions
Delta Desk,,ACT-00268470,24770,Delta Desk
Dental Designs,,ACT-00112951,30658,
Desk Side,,ACT-00057671,30173,
Desktop Services,,ACT-00268173,23740,Desktop Services
Digicentric Inc,,ACT-00116314,27017,
Digicentric Inc.,,ACT-00116314,27017,Digicentric Inc.
Digicomp Networks Inc.,,ACT-00157931,30308,Digicomp Networks Inc.
"Digicomp Networks, Inc.",,ACT-00157931,30308,
DirectNetworks,,ACT-00027687,23320,
"Divergys, LLC",,ACT-00104078,21394,
Dragon Scale Cyber Security,,ACT-00080021,30912,Dragon Scale Cyber Security
E-Safe Technologies,,ACT-00152145,,E-Safe Technologies
EBC Group (UK) Ltd,,ACT-00022528,25222,EBC Group (UK) Ltd
"EPC Computer Solutions, Inc.",,ACT-00191626,33095,ePC Services
EZ Solutions,,ACT-00420249,30784,EZ Solutions
Eagle Consulting Group LLC,Computer Weavers,ACT-00009498,28350,Computer Weavers
"Eagle Consulting Group, LLC",Computer Weavers,ACT-00009498,28350,"Eagle Consulting Group, LLC"
Eastbay Technologies Inc.,,ACT-00031591,24881,Eastbay Technologies Inc.
Edge IT,,ACT-00229194,24870,
"Efficacy IT, LLC",Q4-24-CW-Promo,ACT-00268450,31369,"Efficacy IT, LLC"
Elite Pro Solutions,,ACT-00059356,20644,
Emerge Digital,,ACT-00209449,16634,
"Empire Consultants, Inc",,ACT-00169196,25663,"Empire Consultants, Inc"
Energy,,ACT-00644471,33772,
"Enertron, LLC",,ACT-00202675,25022,"Enertron, LLC"
"Engineered Medical Systems, Inc",,ACT-00144238,,
"Ephesus Office Technologies, Inc",,ACT-00206307,18486,"Ephesus Office Technologies, Inc"
ExecPro Enterprises,,ACT-00004457,32289,
FCG Services,,ACT-00150120,30354,FCG Inc
Fairdinkum Consulting (Abacus IT),,ACT-00197019,,Fairdinkum Consulting
Fenner Consulting Services,,ACT-00448419,31996,
Finch Technical Solutions,,ACT-00291698,26993,
First District Association,,ACT-00276386,33716,
Fortech,Q4-24-CW-Promo,ACT-00143551,21514,Fortech
Fortified Solutions,,ACT-00316982,27723,
Founders Innovative Technology,,ACT-00257034,27653,
Future Business Solutions,,ACT-00208579,33012,
GENERAL INFORMATICS,,ACT-00243016,251,
GFH & Associates,,ACT-00460842,32935,GFH & Associates
General Stamping & Metalworks,,ACT-00459593,32760,
Global Data Systems Inc.,,ACT-00011787,27823,
Go Eco,,ACT-00287298,32313,Go Eco
Grav-iti,,ACT-00225398,27178,
"Grid4 Communications, Inc",,ACT-00057747,17199,
"GroundForce IT, Inc.",,ACT-00275630,25081,
H&S Computers,,ACT-00196636,9104,
HFC Systems Ltd,,ACT-00049518,,HFC Systems Ltd
"HealthNet, Inc.",,ACT-00086343,27584,
HighPoint Medical,,ACT-00086725,21377,HighPoint Medical
Houston Christian Broadcsaters,,ACT-00448419,31996,KHCB Network
Howell's Motor Freight,,ACT-00361263,28845,
Hunter Express Ltd.,,ACT-00276511,32392,
I-Virtualize,,ACT-00103461,31094,I-Virtualize
IDwellings DBA Bevlin,,ACT-00039188,32943,IDwellings DBA Bevlin
IFS Institute,,ACT-00455393,32476,IFS Institute
IT Crew 2021 Pty Ltd,,ACT-00094025,27129,
IT Expert MSP,,ACT-00146297,31135,IT Expert MSP
IT Integrity TN,,ACT-00184839,13080,IT Integrity TN
IT North Texas,,ACT-00080436,25709,IT North Texas
IT On the Dot LLC,,ACT-00438922,31283,IT On the Dot LLC
IT Solutions,,ACT-00156353,25097,
IT Solutions (US3),Steady Networks - Acquired by - IT Solutions Consulting,ACT-00156353,27444,IT Solutions Consulting
"IT Solutions Consulting, Inc",,ACT-00156353,,IT Solutions Consulting
IT Spot,,ACT-00361344,30345,IT Spot
IT Works Network,,ACT-00065946,26529,IT Works Network
IT4ME,,ACT-00008091,33149,
ITD Group PTY LTD,,ACT-00197497,16857,
Ignatek LLC,,ACT-00156386,20631,
Impact Networking,,ACT-00039360,31156,
Inc-Sys,,ACT-00156104,26240,Inc-Sys
Industrial Networks,,ACT-00070284,26773,Industrial Networks
Infinite Technologies LLC,,ACT-00049021,23262,
Infonaligy,,ACT-00148503,26539,Infonaligy
"Information Technology Systems Simple, LLC",,ACT-00290037,26804,"Information Technology Systems Simple, LLC"
Insight Tech Advisors,,ACT-00099384,24809,Insight Tech Advisors
Insight Tech Advisors.,,ACT-00099384,24809,
Integrated IT Solutions [24055],,ACT-00230655,27453,
Integrity IT Consulting & MSP,,ACT-00336564,28259,Integrity IT Consulting & MSP
Integrity IT consulting & MSP,,ACT-00336564,28259,
International Crane Foundation,,ACT-00115698,32965,
Intrepid Credit Union,Q4-24-CW-Promo,ACT-00434331,31080,Intrepid Credit Union
"Intwo, Inc.",,ACT-00195596,834,"Intwo, Inc."
IronCloud Technologies,,ACT-00020617,33051,
"J&M Data Services, INC.",,ACT-00018939,27345,"J&M Data Services, INC."
JEFY Tech,,ACT-00298824,30011,JEFY Tech
JMARK,,ACT-00111396,27599,
JPA Technologies,,ACT-00155833,32499,JPA Technologies
JTEK SOLUTIONS INC.,,ACT-00108388,24711,
JTEK Solutions Inc.,,ACT-00108388,24711,JTEK Solutions Inc.
"JTO Computer Solutions, LLC",,ACT-00088987,32115,"JTO Computer Solutions, LLC"
"JVH Consulting, LLC",,ACT-00088088,,JVH Consulting LLC
James River Solution Repository LLC,,ACT-00137045,30616,James River Solution Repository LLC
Jeff Computers,,ACT-00004890,26335,Jeff Computers
Jerika Inc,,ACT-00000925,31976,
Joker Business Solutions,,ACT-00060191,32262,
"K & A Innovations, LLC",,ACT-00290823,27220,"K & A Innovations, LLC"
KG Invicta Services Private Limited,,ACT-00365634,300000262,KG Invicta Services Private Limited
KIS Technologies Inc.,,ACT-00224880,27456,KIS Technologies Inc.
Kamran Culinex LLC,,ACT-00364291,30027,Kamran Culinex LLC
Kelty Business Solutions.,,ACT-00063902,12557,Kelty Business Solutions.
Kintek Cybersecurity,,ACT-00249317,28487,Kintek Group
"Knight Office Solutions, Inc.",,ACT-00082148,15154,"Knight Office Solutions, Inc."
Konverge Technologies Inc.,,ACT-00464608,,Konverge Technologies Inc.
LANAIR Group Admin,,ACT-00044260,23331,
LANSource Incorporated,,ACT-00246678,21055,LANSource Incorporated
LMT Technology Solutions,,ACT-00171250,23799,
LTI Information Technology,,ACT-00245547,26894,LTI Information Technology
LanSource Incorporated,,ACT-00246678,21055,
Lavoda Systems,,ACT-00165633,1091,Technology Services Wholesale Group LLC
Legado Systems,,ACT-00365300,29752,Legado Systems
"Lifeline Computer Solutions, Inc.",,ACT-00061461,30086,
Lifeline Technology Solutions,,ACT-00118026,23327,Lifeline Technology Solutions
Lighthouse IT,,ACT-00027288,500000059,Lighthouse IT
Link High Technologies,,ACT-00022169,24544,Link High Technologies
Linzer Products,,ACT-00060090,33254,Linzer Products
Little Big Tech Ltd,,ACT-00264994,500000445,
Little Big Tech Ltd.,,ACT-00264994,500000445,Little Big Tech Ltd.
Logan Bus,,ACT-00441636,32405,Logan Bus
"LogixCare, LLC.",,ACT-00151819,21023,
Lotus Management Services,,ACT-00080007,9655,Lotus Management Services
Lucky 13 Solutions LLC,,ACT-00236678,23503,
M TECH CONSULTING LLC,,ACT-00042217,33169,
M2 Technology,,ACT-00067319,26270,
MHIT Automatisering,,ACT-00232862,25319,MHIT Automatisering
MINDFORE INC,,ACT-00416753,30746,MINDFORE INC
MSP - ScoutLogic Screening,,ACT-00289805,26497,
MSP Networks,Q4-24-CW-Promo,ACT-00157548,,MSP Networks
Mace IT Services Limited,,ACT-00184322,27499,
Macnificent IT,,ACT-00166560,27292,
Madison-ave [23450],,ACT-00136026,32766,
Major IT LLC,,ACT-00415044,30416,
Mason Infotech Ltd,,ACT-00076763,24160,Mason Infotech Ltd
Mclaneintel [23537],,ACT-00132829,30078,
"Meantide Associates, LLC",,ACT-00032600,23788,"Meantide Associates, LLC"
Medicus IT,,ACT-00095260,20308,
Melgaards IT,,ACT-00156120,25215,Melgaards IT
Meridian IT Systems,,ACT-00263357,30985,Meridian IT Systems
"Merit Technologies, LLC",,ACT-00057478,19653,"Merit Technologies, LLC"
Meritech,,ACT-00245304,15302,
Microsystems Development,,ACT-00131823,32172,Microsystems Development
Minerva Computers,,ACT-00161173,500000287,
Modus Scotland,,ACT-00294748,500000812,Modus Scotland
Montec IT Group,,ACT-00198204,26428,Montec IT Group
Morgan Birge & Associates,,ACT-00175935,20339,Morgan Birge & Associates
"Mortgage Tech Assist, LLC",,ACT-00286701,27386,"Mortgage Tech Assist, LLC"
Motion 3 Technology,Q4-24-CW-Promo,ACT-00079178,24288,
Mountaineer IT,,ACT-00236966,24093,Mountaineer IT
NCIT Network Consultants,,ACT-00134188,26055,NCIT
NOVATECH,,ACT-00149048,19752,
"NUage Wireless, LLC",,ACT-00110030,,"NUage Wireless, LLC"
"NXC Holdings, LLC",,ACT-00286715,25232,"NXC Holdings, LLC"
National Networks LLC,,ACT-00201346,29195,
Nemsys,,ACT-00196074,32095,
NetAdmins,,ACT-00138056,24135,
NetConnect,,ACT-00203599,31466,
NetTech LLC,,ACT-00246817,24446,
Netsurit NY,"Netsurit, Inc",ACT-00093245,3402,"Netsurit, Inc"
Network Center Communications,,ACT-00061025,25280,Network Center Communications
Network South Inc,,ACT-00035874,32810,Network South Inc
Networking Denver Computer Solutions LLC,,ACT-00075755,28130,
Networkinguys,,ACT-00175848,28286,
New York Tritech LLC,,ACT-00071270,,New York Tritech LLC
"NewQuest IT Solutions, LLC",,ACT-00053066,12554,
NexGen Technology Services,Q4-24-CW-Promo,ACT-00104388,26471,
NexGenGuard,,ACT-00357972,28581,NexGenGuard
Next Level,,ACT-00056704,19476,Next Level
Next Step Technology Solution Provider,,ACT-00268167,30715,Next Step Technology Solution Provider
NextSys Networking Inc,,ACT-00259052,25288,
Nivika Systems (UK),,ACT-00441205,500000960,
NoFerno LLC,,ACT-00358146,33883,NoFerno LLC
Northfield Tech Solutions,,ACT-00302188,31535,Northfield Tech Solutions
Northwest Georgia Housing Authority,,ACT-00451313,32987,Northwest Georgia Housing Authority
NovaTech,,ACT-00149048,19752,Nova Technology Solutions LLC
ONPLATINUM,,ACT-00035401,20268,
OT Group Managed Services,OT Group,ACT-00133429,26985,Ot group
Objective Technologies Ltd,,ACT-00060504,26526,Objective Technologies Ltd
Oil Country Computers,,ACT-00239557,24013,Oil Country Computers
OmegaIT,,ACT-00444494,500000819,
OnCall IT Inc.,,ACT-00029526,17382,
"OnCall IT, Inc.",,ACT-00029526,25569,"OnCall IT, Inc."
OnPlatinum,,ACT-00035401,20268,
Onit,,ACT-00133429,26985,
Online Learning Consortium,,ACT-00454982,32182,
Oreta,,ACT-00223007,300000176,
Orthopaedic Institute Brielle Orthopaedics,,ACT-00334261,28610,Orthopaedic Institute Brielle Orthopaedics
Out of the Box Solutions,,ACT-00156176,,"Out of the Box Solutions, Inc."
P5 Ventures,,ACT-00383495,30233,P5 Ventures
PACSTATES,,ACT-00062542,16562,PACSTATES
PCe Solutions,,ACT-00239570,29563,
PDS Consulting,,ACT-00058353,23066,PDS Consulting
PSI (Protection Strategies Incorporated),,ACT-00459229,32590,
PSI Molded Plastics,,ACT-00431997,30984,
"PTS DATA CENTER SOLUTIONS, INC.",,ACT-00086234,18848,"PTS DATA CENTER SOLUTIONS, INC."
PacStates,,ACT-00062542,16562,PacStates
"Paloma Technologies, LLC",,ACT-00031148,30722,
Paranet Solutions LLC,,ACT-00102342,23966,
Pearson-Kelly Office Products,,ACT-00192264,17532,Pearson-Kelly Office Products
Phantom Point,,ACT-00157464,25951,Phantom Point
"Pickard Solutions, LLC",,ACT-00336886,28401,
Pinnacle IT,,ACT-00024375,23189,Pinnacle IT
Pivit Strategy,,ACT-00265570,24559,Pivit Strategy
Plan Design Build,,ACT-00107591,20737,Plan Design Build
Plasma Networks,,ACT-00142623,26419,Network Dynamics
Puckett IT Group,,ACT-00017980,,Puckett IT Group
QCA Systems Ltd,,ACT-00301436,27656,
"R""-""Computer",,ACT-00044239,,Rcomputer
R&R Consultants,,ACT-00095666,18076,R&R Consultants
RESILIENTTECHPARTNERS CORP (DBA CyDo Tech),,ACT-00337061,28405,RESILIENTTECHPARTNERS CORP (DBA CyDo Tech)
ROCK | IT Consultancy Services,,ACT-00246372,26010,
RWAM Insurance Administrators Inc.,,ACT-00413818,30363,
RYMARK (Byte Inc. d/b/a RYMARK),,ACT-00187173,2513,
Razoom IT,,ACT-00130291,20960,
Red Mosquito,,ACT-00170291,25309,Red Mosquito Ltd
RedEye Inc,,ACT-00066666,30161,
"RedEye, Inc.",,ACT-00066666,30161,"RedEye, Inc."
Reeve Enterprise,,ACT-00250273,29111,Reeve Enterprise
Reliable Network Solutions,,ACT-00203641,26531,Reliable Network Solutions
"Repeat Business, Inc.",,ACT-00155233,18589,
Resilient Technologies,,ACT-00264079,27747,Resilient Technologies
Resultant,,ACT-00209208,26235,Resultant
Right Click Solutions LLC,,ACT-00023363,28452,Right Click Solutions LLC
River Run,,ACT-00146706,24840,
RnD Systems,,ACT-00031594,500000767,
Rockford IT,,ACT-00083874,25890,Rockford IT
Rockwater Associates,Q4-24-CW-Promo,ACT-00290788,28208,Rockwater Associates
Rowe Furniture,,ACT-00043654,31159,Rowe Furniture
Rummage Technical,,ACT-00162628,300000171,Rummage Technical
S E IT,,ACT-00237901,300000166,S E IT
SAFE-GROUP,,ACT-00110958,26578,SAFE-GROUP
SC Broadband,,ACT-00363266,30220,SC Broadband
SERVOPLEX,,ACT-00086045,30018,
SILIGENT,,ACT-00288641,26215,
SMIKTECK,,ACT-00231385,25303,SMIKTECK
SUBNET,,ACT-00121918,26339,
SYST99 - Systems Engineering,,ACT-00246624,27429,
"Safer Network Solutions, LLC",,ACT-00240227,,Safer Network Solutions
"Salco Properties, LLC",,ACT-00084579,24177,
San IT,Q4-24-CW-Promo.connectwise.com,ACT-00246375,25130,San IT
Sasa Consulting,,ACT-00112897,27250,Sasa Consulting
Sax Technology Advisors,,ACT-00035337,17382,
Seaway Plastics Engineering Llc.,,ACT-00458044,32789,
Secur-Serv,,ACT-00246623,25952,Secur-Serv
Secur-Serv - Internal,Secur-Serv,ACT-00246623,25952,Secur-Serv
Secure Future Tech Solutions,,ACT-00224787,648,Secure Future Tech Solutions
SecureTrust Technologies N.V,,ACT-00228028,32779,SecureTrust Technologies N.V
"SelTec, Inc.",,ACT-00081372,27203,
Server Bays LLC,,ACT-00118482,25040,Server Bays LLC
ServoPlex,,ACT-00086045,30018,
Servoplex [23964],,ACT-00086045,,"Servoplex, LLC"
Sexton Companies Inc 1,Q4-24-CW-Promo,ACT-00099664,17265,Sexton Companies Inc 1
"Sieve Networks, Inc",,ACT-00240125,22786,"Sieve Networks, Inc"
"Sieve Networks, Inc.",,ACT-00240125,22786,"Sieve Networks, Inc"
Siligent,,ACT-00288641,26215,
Simon IT,,ACT-00336718,28653,
Skope IT,,ACT-00246221,300000358,Skope IT
Smart Pro Security,,ACT-00070255,24762,
Smikteck,,ACT-00231385,25303,
Solutions IT LLC,,ACT-00185634,30927,Solutions IT LLC
Source One Business Services Llc,,ACT-00061482,6965,Source One Business Services Llc
"Source One Business Services, LLC",,ACT-00061482,6965,Source One Business Services Llc
"Spartan IT, LLC",,ACT-00119542,30950,
Spread The Word Nevada,,ACT-00055149,31965,
Spread the Word Nevada,,ACT-00055149,31965,Spread the Word Nevada
Spruce IT Cloud Solutions LLC,,ACT-00050812,30668,
"Staley, Inc.",,ACT-00175494,24798,
Stambaugh Ness,,ACT-00239723,32074,
Star Managed Services,Stargel Office Solutions dba Star Managed Services,ACT-00019342,11211,
Summit Digital Networks,,ACT-00212035,26097,Summit Digital Networks
"Superior Support Resources, Inc",,ACT-00184969,32230,
Systech MSP,,ACT-00046476,23606,
Systems Engineering,,ACT-00246624,27429,
T15 tech solutions,,ACT-00289546,26475,
TEK Cloud Solutions,,ACT-00093942,,TEK Cloud Solutions
TLC Solutions,,ACT-00101986,28372,
TMD Technology Services,,ACT-00200563,11791,
TMH Solutions,,ACT-00358272,28814,TMH Solutions
TSAChoice,,ACT-00045143,29475,TSAChoice
Tecflow Technology,,ACT-00361327,28830,Tecflow Technology
Techhorizons Users,,ACT-00153056,10384,
Technically Better,,ACT-00432946,32869,Technically Better
Technology Architects,,ACT-00115799,21554,
TekCom Computer,,ACT-00017980,30221,TekCom Computer
"Temple & Associates, Inc.",,ACT-00191908,,Temple & Associates
Teqworks,,ACT-00010165,27679,
The Connected Office,,ACT-00253166,23773,The Connected Office
"The Connection, Inc.",,ACT-00085143,,
The Dirks Group,,ACT-00143255,31539,
The HITCO Co,,ACT-00317134,,The HITCO Co
"The Sewell Family of Companies, Inc.",,ACT-00365300,29752,
TheSmartSource,Q4-24-CW-Promo,ACT-00259121,21426,TheSmartSource
"Top Tier IT Solutions, LLC",,ACT-00194339,32991,"Top Tier IT Solutions, LLC"
"Total Technology Resources, LLC",,ACT-00211922,31199,
Transnet Communications,,ACT-00266248,28298,Transnet Communications
Tri Sigma National Sorority,,ACT-00449254,31895,Tri Sigma National Sorority
"Tristate IT, Inc [17735]",,ACT-00036918,22737,
Trumbull Tech,,ACT-00286979,25193,
"Turnkey Computer Systems, Inc",,ACT-00086015,27014,
"Turnkey Computer Systems, Inc.",,ACT-00086015,27014,"Turnkey Computer Systems, Inc."
"US-23 || Jersey IT Solutions, LLC DBA Morris Technology Partners",Morris Technology Partners,ACT-00032466,32007,
Umbral Technologies,,ACT-00136922,31197,Umbral Technologies
Uncommon Solutions Inc,,ACT-00204756,26754,Uncommon Solutions Inc
Uniserve,,ACT-00458891,500001020,
University Service Company,,ACT-00289526,32776,
VENUSYS,,ACT-00317472,27969,
VMG Strategic Consulting,,ACT-00083139,26313,VMG Strategic Consulting
VX360Net,,ACT-00049608,28200,VX360Net
Valley Tel Service Inc,,ACT-00177034,24955,Valley Tel Service Inc
Velocity Network,,ACT-00105484,22703,"Velocity Network, Inc."
Ventis Consulting Group,,ACT-00645260,,Ventis Consulting Group
Venusys,,ACT-00317472,27969,
Virtual Technology Services Ltd,,ACT-00165664,20616,Virtual Technology Services Ltd
"Vistem Solutions, Inc",Q4-24-CW-Promo,ACT-00103024,24495,"Vistem Solutions, Inc"
"WA Technologies, Inc.",,ACT-00163222,21045,"WA Technologies, Inc."
WIRED! Technology Partners,,ACT-00153502,26934,WIRED! Technology Partners
WPG Consulting,,ACT-00250551,22835,WPG Consulting
Wallace Telecommunications Inc.,,ACT-00458495,32517,Wallace Telecommunications Inc.
Webo Ltd.,,ACT-00416764,500000727,Webo Ltd.
West Michigan Tech Services,,ACT-00017364,32137,
Western Capital Resources,,ACT-00288859,28499,Western Capital Resources
Windsor Telecom,,ACT-00107433,500000899,Windsor Telecom
Wired Technology Partners,,ACT-00153502,26934,
Workgroup Technology Partners Inc.,,ACT-00060613,24313,
"World Line Networks, LLC",,ACT-00290407,27755,
XILEF Inc. dba SoftLink Solutions,,ACT-00040869,28149,
Xperience,,ACT-00065430,500000089,
"YANA Systems, Inc.",,ACT-00263890,29313,
"YELTEK, LLC",,ACT-00070069,32228,
Zenkai Solutions,,ACT-00459759,,Zenkai Solutions
briteCITY,,ACT-00204994,18632,
cybercity - cybercityinc.com,,ACT-00093245,3402,
"ebLogix, Inc.",,ACT-00069210,27541,
iON | MSP,,ACT-00420329,30947,
iwerk,,ACT-00052393,25498,iwerk
TTx Proofpoint Admin Portal,"Teletronics Communications, Inc.",ACT-00143906,27444,"Teletronics Communications, Inc."
"Synivate, Inc. (US3)","Teletronics Communications, Inc.",ACT-00143906,27444,
010CLOUDCOMP-AlexIT,,ACT-00024650,17951,010 Cloud Computing Ltd
AIRIT-KENT,,ACT-00018262,23135,Air-IT
CAPITAL,,ACT-00083764,15056,Capital Business Systems
CMIT - TRICITIES 254,CMIT Headquarters,ACT-00245636,6158,CMIT Solutions of the Tri-Cities 254
QUADRIVIUM,,ACT-00160496,25191,Quadrivium
MOATIT,,ACT-00119475,30617,MOATiT
1SWISS1,,ACT-00172679,500000728,1Swiss1
SUPPORTCORP,,ACT-00034833,12130,System Support Corp
UNCOMMONSOLUTIONSINC,,ACT-00204756,26754,Uncommon Solutions Inc
DATAPRISE,,ACT-00063556,27187,Dataprise
OMEGACONSULT,,ACT-00216350,20445,Omega Consulting Ltd
WISCHNETWORK,,ACT-00206814,17946,Wisch Network Consulting
TECHHEROES,,ACT-00000270,25114,"Tech Heroes, Inc"
ITS247,,ACT-00364304,500000584,ITS247
WINKLER,,ACT-00260388,30021,City of Winkler
MP-rampup Technology,,ACT-00240170,24056,Ramp Up Technology
EDMAN,,ACT-00168250,14617,EDM Automation
QUANTECHCORP,,ACT-00034914,1125,Quantech Corporation
NORTHFIELD TECH SOLUTIONS,,ACT-00302188,31535,Northfield Tech Solutions
THEJDMGROUP,,ACT-00201280,33303,The JDM Group
TORIX,,ACT-00203141,16758,AzteQ Group Ltd
FORTECH,,ACT-00143551,21514,Fortech
OIBORTHO,,ACT-00334261,28610,Orthopaedic Institute Brielle Orthopaedics
VISIBILITYDOCTOR,,ACT-00295182,27410,Visibility Doctor
DEIHS,,ACT-00224519,26083,Deihs Solutions
WTACONSULTING,,ACT-00243438,23373,WTA Consulting
CAMPUSWORKS,,ACT-00241051,24838,CampusWorks
BALEMEDI250630,,ACT-00298323,31644,Baleehoo Media Inc
CONDUITRESOURCES,,ACT-00262899,31971,"Conduit Resources, Inc"
MBACIO,,ACT-00301391,27712,MBACIO
CMITLAUDERDALE12,CMIT Headquarters,ACT-00361291,29185,CMIT Solutions Ft. Lauderdale 1 and 2
